2.02E+03,2.78E+16
2.04E+03,1.91E+16
2.05E+03,2.61E+16
2.06E+03,2.26E+16
2.08E+03,2.61E+16
2.09E+03,1.91E+16
2.11E+03,1.04E+16
2.12E+03,2.78E+16
2.13E+03,8.69E+15
2.15E+03,1.57E+16
2.16E+03,1.04E+16
2.18E+03,1.39E+16
2.19E+03,1.22E+16
2.20E+03,1.74E+16
2.22E+03,6.96E+15
2.23E+03,6.96E+15
2.25E+03,1.91E+16
2.26E+03,1.04E+16
2.28E+03,1.22E+16
2.29E+03,8.69E+15
2.30E+03,8.69E+15
2.32E+03,1.39E+16
2.33E+03,1.22E+16
2.35E+03,6.96E+15
2.36E+03,8.69E+15
2.37E+03,1.04E+16
2.39E+03,1.91E+16
2.40E+03,0.00E+00
2.42E+03,0.00E+00
2.43E+03,0.00E+00
2.44E+03,0.00E+00
2.46E+03,0.00E+00
2.47E+03,9.27E+15
2.49E+03,0.00E+00
2.50E+03,1.62E+16
2.51E+03,2.32E+15
2.53E+03,1.62E+16
2.54E+03,9.27E+15
2.56E+03,5.10E+16
2.57E+03,4.23E+16
2.59E+03,4.40E+16
2.60E+03,4.93E+16
2.61E+03,3.71E+16
2.63E+03,6.32E+16
2.64E+03,4.75E+16
2.66E+03,2.67E+16
2.67E+03,4.40E+16
2.68E+03,6.67E+16
2.70E+03,6.14E+16
2.71E+03,3.54E+16
2.73E+03,2.67E+16
2.74E+03,7.36E+16
2.75E+03,3.36E+16
2.77E+03,4.06E+16
2.78E+03,4.58E+16
2.80E+03,3.36E+16
2.81E+03,4.06E+16
2.82E+03,4.93E+16
2.84E+03,1.97E+16
2.85E+03,2.32E+16
2.87E+03,3.01E+16
2.88E+03,2.67E+16
2.90E+03,1.28E+16
2.91E+03,7.53E+15
2.92E+03,3.19E+16
2.94E+03,2.84E+16
2.95E+03,2.84E+16
2.97E+03,1.45E+16
2.98E+03,2.32E+16
2.99E+03,1.80E+16
3.01E+03,3.19E+16
3.02E+03,1.28E+16
3.04E+03,4.05E+15
3.05E+03,1.10E+16
3.06E+03,1.80E+16
3.08E+03,2.14E+16
3.09E+03,5.79E+15
3.11E+03,1.45E+16
3.12E+03,1.28E+16
3.13E+03,1.00E+16
3.15E+03,9.27E+15
3.16E+03,5.76E+14
3.18E+03,1.28E+16
3.19E+03,7.53E+15
3.21E+03,1.10E+16
3.22E+03,2.32E+15
3.23E+03,7.53E+15
3.25E+03,2.32E+15
3.26E+03,9.27E+15
3.28E+03,1.00E+16
3.29E+03,1.10E+16
3.30E+03,1.00E+16
3.32E+03,7.53E+15
3.33E+03,5.76E+14
3.35E+03,1.00E+16
3.36E+03,9.27E+15
3.37E+03,1.00E+16
3.39E+03,1.00E+16
3.40E+03,1.10E+16
3.42E+03,5.76E+14
3.43E+03,2.32E+15
3.44E+03,2.00E+15
3.46E+03,4.05E+15
3.47E+03,9.27E+15
3.49E+03,2.32E+15
3.50E+03,9.27E+15
