1.72E+01,6.21E+18
3.58E+01,9.99E+18
5.45E+01,9.31E+18
7.31E+01,8.65E+18
9.17E+01,9.68E+18
1.10E+02,1.16E+19
1.29E+02,1.43E+19
1.48E+02,1.70E+19
1.66E+02,1.99E+19
1.85E+02,2.27E+19
2.04E+02,2.60E+19
2.22E+02,2.93E+19
2.41E+02,3.23E+19
2.59E+02,3.60E+19
2.78E+02,3.93E+19
2.97E+02,4.22E+19
3.15E+02,4.63E+19
3.34E+02,4.92E+19
3.53E+02,5.21E+19
3.71E+02,5.58E+19
3.90E+02,5.89E+19
4.09E+02,6.19E+19
4.27E+02,6.46E+19
4.46E+02,6.79E+19
4.64E+02,7.04E+19
4.83E+02,7.36E+19
5.02E+02,7.54E+19
5.20E+02,7.75E+19
5.39E+02,7.91E+19
5.58E+02,8.18E+19
5.76E+02,8.27E+19
5.95E+02,8.40E+19
6.14E+02,8.44E+19
6.32E+02,8.57E+19
6.51E+02,8.55E+19
6.69E+02,8.57E+19
6.88E+02,8.43E+19
7.07E+02,7.95E+19
7.25E+02,7.51E+19
7.44E+02,7.38E+19
7.63E+02,7.93E+19
7.81E+02,8.45E+19
8.00E+02,8.56E+19
8.19E+02,8.36E+19
8.37E+02,7.94E+19
8.56E+02,7.36E+19
8.74E+02,6.72E+19
8.93E+02,6.09E+19
9.12E+02,5.53E+19
9.30E+02,5.08E+19
9.49E+02,4.73E+19
9.68E+02,4.48E+19
9.86E+02,4.33E+19
1.00E+03,4.12E+19
1.01E+03,4.09E+19
1.03E+03,3.86E+19
1.04E+03,3.76E+19
1.06E+03,3.64E+19
1.07E+03,3.41E+19
1.08E+03,3.30E+19
1.10E+03,3.21E+19
1.11E+03,3.25E+19
1.13E+03,3.27E+19
1.14E+03,3.32E+19
1.15E+03,3.36E+19
1.17E+03,3.39E+19
1.18E+03,3.37E+19
1.20E+03,3.40E+19
1.21E+03,3.32E+19
1.22E+03,3.34E+19
1.24E+03,3.34E+19
1.25E+03,3.26E+19
1.27E+03,3.27E+19
1.28E+03,3.23E+19
1.29E+03,3.18E+19
1.31E+03,3.14E+19
1.32E+03,3.11E+19
1.34E+03,3.10E+19
1.35E+03,3.06E+19
1.36E+03,3.03E+19
1.38E+03,3.00E+19
1.39E+03,2.91E+19
1.41E+03,2.89E+19
1.42E+03,2.87E+19
1.43E+03,2.83E+19
1.45E+03,2.81E+19
1.46E+03,2.80E+19
1.48E+03,2.77E+19
1.49E+03,2.73E+19
1.50E+03,2.71E+19
1.52E+03,2.67E+19
1.53E+03,2.69E+19
1.55E+03,2.67E+19
1.56E+03,2.68E+19
1.57E+03,2.64E+19
1.59E+03,2.60E+19
1.60E+03,2.58E+19
1.61E+03,2.54E+19
1.63E+03,2.55E+19
1.64E+03,2.58E+19
1.66E+03,2.50E+19
1.67E+03,2.49E+19
1.68E+03,2.50E+19
1.70E+03,2.49E+19
1.71E+03,2.45E+19
1.73E+03,2.46E+19
1.74E+03,2.46E+19
1.75E+03,2.44E+19
1.77E+03,2.41E+19
1.78E+03,2.36E+19
1.80E+03,2.35E+19
1.81E+03,2.35E+19
1.82E+03,2.35E+19
1.84E+03,2.34E+19
1.85E+03,2.31E+19
1.87E+03,2.32E+19
1.88E+03,2.27E+19
1.89E+03,2.31E+19
1.91E+03,2.32E+19
1.92E+03,2.29E+19
1.94E+03,2.22E+19
1.95E+03,2.24E+19
1.96E+03,2.22E+19
1.98E+03,2.22E+19
1.99E+03,2.21E+19
2.01E+03,2.19E+19
2.02E+03,2.15E+19
2.03E+03,2.15E+19
2.05E+03,2.09E+19
2.06E+03,2.10E+19
2.08E+03,2.04E+19
2.09E+03,2.07E+19
2.10E+03,2.06E+19
2.12E+03,2.01E+19
2.13E+03,2.00E+19
2.15E+03,2.01E+19
2.16E+03,2.01E+19
2.17E+03,1.97E+19
2.19E+03,1.97E+19
2.20E+03,1.94E+19
2.22E+03,1.93E+19
2.23E+03,1.88E+19
2.24E+03,1.89E+19
2.26E+03,1.88E+19
2.27E+03,1.84E+19
2.29E+03,1.87E+19
2.30E+03,1.81E+19
2.31E+03,1.81E+19
2.33E+03,1.80E+19
2.34E+03,1.76E+19
2.36E+03,1.75E+19
2.37E+03,1.69E+19
2.38E+03,1.70E+19
2.40E+03,1.68E+19
2.41E+03,1.65E+19
2.43E+03,1.62E+19
2.44E+03,1.63E+19
2.45E+03,1.63E+19
2.47E+03,1.61E+19
2.48E+03,1.54E+19
2.50E+03,1.56E+19
2.51E+03,1.52E+19
2.52E+03,1.52E+19
2.54E+03,1.49E+19
2.55E+03,1.46E+19
2.57E+03,1.46E+19
2.58E+03,1.46E+19
2.59E+03,1.45E+19
2.61E+03,1.39E+19
2.62E+03,1.38E+19
2.64E+03,1.34E+19
2.65E+03,1.35E+19
2.66E+03,1.30E+19
2.68E+03,1.32E+19
2.69E+03,1.27E+19
2.71E+03,1.26E+19
2.72E+03,1.26E+19
2.73E+03,1.22E+19
2.75E+03,1.20E+19
2.76E+03,1.17E+19
2.78E+03,1.14E+19
2.79E+03,1.13E+19
2.80E+03,1.09E+19
2.82E+03,1.07E+19
2.83E+03,1.05E+19
2.85E+03,1.03E+19
2.86E+03,9.91E+18
2.87E+03,9.65E+18
2.89E+03,9.53E+18
2.90E+03,9.21E+18
2.92E+03,8.89E+18
2.93E+03,8.62E+18
2.94E+03,8.42E+18
2.96E+03,8.35E+18
2.97E+03,7.90E+18
2.99E+03,7.75E+18
3.00E+03,7.41E+18
3.01E+03,7.13E+18
3.03E+03,6.85E+18
3.04E+03,6.75E+18
3.06E+03,6.36E+18
3.07E+03,6.25E+18
3.08E+03,5.99E+18
3.10E+03,5.66E+18
3.11E+03,5.48E+18
3.13E+03,5.34E+18
3.14E+03,5.18E+18
3.15E+03,4.78E+18
3.17E+03,4.48E+18
3.18E+03,4.46E+18
3.20E+03,4.24E+18
3.21E+03,4.01E+18
3.22E+03,3.74E+18
3.24E+03,3.65E+18
3.25E+03,3.48E+18
3.27E+03,3.42E+18
3.28E+03,3.33E+18
3.29E+03,3.17E+18
3.31E+03,3.01E+18
3.32E+03,2.81E+18
3.34E+03,2.48E+18
3.35E+03,2.53E+18
3.36E+03,2.42E+18
3.38E+03,2.22E+18
3.39E+03,2.12E+18
3.41E+03,2.06E+18
3.42E+03,1.93E+18
3.43E+03,1.99E+18
3.45E+03,1.77E+18
3.46E+03,1.61E+18
3.48E+03,1.55E+18
3.49E+03,1.49E+18
3.50E+03,1.38E+18
3.52E+03,1.35E+18
3.53E+03,1.32E+18
3.55E+03,1.20E+18
3.56E+03,1.18E+18
3.57E+03,1.11E+18
3.59E+03,1.12E+18
3.60E+03,1.17E+18
3.62E+03,1.01E+18
3.63E+03,9.33E+17
3.64E+03,9.06E+17
3.66E+03,8.33E+17
3.67E+03,8.34E+17
3.69E+03,8.41E+17
3.70E+03,7.45E+17
3.71E+03,7.21E+17
3.73E+03,6.81E+17
3.74E+03,6.86E+17
3.76E+03,6.87E+17
3.77E+03,5.85E+17
3.78E+03,5.89E+17
3.80E+03,4.85E+17
3.81E+03,5.36E+17
3.83E+03,4.74E+17
3.84E+03,4.91E+17
3.85E+03,4.31E+17
3.87E+03,4.56E+17
3.88E+03,4.18E+17
3.90E+03,3.37E+17
3.91E+03,3.83E+17
3.92E+03,3.35E+17
3.94E+03,2.73E+17
3.95E+03,2.70E+17
3.97E+03,3.00E+17
3.98E+03,2.50E+17
3.99E+03,2.41E+17
4.01E+03,2.36E+17
4.02E+03,2.33E+17
4.04E+03,1.83E+17
4.05E+03,1.52E+17
4.06E+03,1.87E+17
4.08E+03,1.71E+17
4.09E+03,1.09E+17
4.11E+03,1.60E+17
4.12E+03,1.37E+17
4.13E+03,1.34E+17
4.15E+03,9.09E+16
4.16E+03,1.09E+17
4.18E+03,9.73E+16
4.19E+03,1.21E+17
4.20E+03,8.14E+16
4.22E+03,8.30E+16
4.23E+03,7.82E+16
4.25E+03,8.14E+16
4.26E+03,5.74E+16
4.28E+03,5.58E+16
4.29E+03,9.09E+16
4.30E+03,9.89E+16
4.32E+03,7.50E+16
4.33E+03,5.74E+16
4.35E+03,5.74E+16
4.36E+03,5.90E+16
4.37E+03,5.74E+16
4.39E+03,3.51E+16
4.40E+03,4.47E+16
4.42E+03,5.42E+16
4.43E+03,3.03E+16
4.44E+03,4.47E+16
4.46E+03,3.19E+16
4.47E+03,3.51E+16
4.49E+03,4.31E+16
4.50E+03,8.00E+15
4.51E+03,5.74E+16
4.53E+03,2.24E+16
4.54E+03,3.99E+16
4.56E+03,1.12E+16
4.57E+03,3.99E+16
4.58E+03,3.99E+16
4.60E+03,1.92E+16
4.61E+03,3.19E+16
4.63E+03,4.47E+16
4.64E+03,3.19E+16
4.65E+03,9.59E+15
4.67E+03,2.39E+16
4.68E+03,1.28E+16
4.70E+03,3.35E+16
4.71E+03,2.08E+16
4.72E+03,1.92E+16
4.74E+03,6.40E+15
4.75E+03,3.19E+16
4.77E+03,3.21E+15
4.78E+03,1.76E+16
4.79E+03,1.12E+16
4.81E+03,1.60E+16
4.82E+03,1.28E+16
4.84E+03,1.44E+16
4.85E+03,1.44E+16
4.86E+03,1.60E+16
4.88E+03,9.59E+15
4.89E+03,2.08E+16
4.91E+03,1.62E+15
4.92E+03,2.24E+16
4.93E+03,1.62E+15
4.95E+03,1.28E+16
4.96E+03,3.51E+16
4.98E+03,2.08E+16
